日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20210617,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5074.38,5123.37,5073.82,5101.89,21.40,0.42,12045.25,2819.27,300
20210618,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5104.93,5128.03,5064.92,5102.47,0.57,0.01,14858.58,3566.97,300
20210621,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5088.09,5123.78,5058.57,5090.39,-12.08,-0.24,13218.45,3315.27,300
20210622,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5106.07,5125.82,5086.28,5122.16,31.77,0.62,13041.68,3136.90,300
20210623,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5127.19,5171.03,5109.76,5147.39,25.24,0.49,13635.61,3587.66,300
20210624,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5156.56,5160.43,5120.58,5155.97,8.58,0.17,12668.56,3126.07,300
20210625,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5159.80,5251.61,5157.48,5239.97,83.99,1.63,15493.11,3682.66,300
20210628,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5253.61,5260.64,5226.22,5251.76,11.79,0.23,13319.38,3374.53,300
20210629,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5248.52,5248.52,5182.68,5190.54,-61.22,-1.17,12516.30,3148.97,300
20210630,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5189.38,5231.43,5186.63,5224.04,33.50,0.65,10375.27,2810.16,300
20210701,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5241.20,5252.26,5190.88,5229.66,5.62,0.11,12724.06,3240.97,300
20210702,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5186.66,5186.66,5074.36,5081.12,-148.55,-2.84,13042.64,3425.79,300
20210705,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5073.78,5098.23,5048.00,5085.79,4.68,0.09,13121.16,3351.98,300
20210706,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5089.78,5092.21,5028.51,5083.10,-2.69,-0.05,14065.52,3628.29,300
20210707,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5052.42,5152.77,5045.41,5140.49,57.39,1.13,14854.91,3367.31,300
20210708,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5149.31,5151.22,5078.93,5088.26,-52.23,-1.02,17390.10,3978.80,300
20210709,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5063.15,5081.41,5006.41,5069.44,-18.82,-0.37,16065.32,3528.46,300
20210712,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5108.38,5159.41,5070.32,5132.71,63.27,1.25,20621.20,4372.03,300
20210713,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5128.61,5154.05,5114.94,5142.10,9.39,0.18,16648.22,3613.28,300
20210714,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5130.75,5130.75,5075.13,5083.08,-59.01,-1.15,18835.27,3725.68,300
20210715,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5073.26,5153.81,5067.68,5151.46,68.38,1.35,18107.71,3724.84,300
20210716,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5140.90,5140.90,5090.63,5094.77,-56.69,-1.10,16995.60,3625.94,300
20210719,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5083.73,5120.82,5047.62,5113.49,18.72,0.37,15319.96,3403.23,300
20210720,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5080.22,5114.00,5067.86,5108.99,-4.50,-0.09,12930.00,2835.43,300
20210721,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5122.78,5160.54,5122.30,5144.04,35.05,0.69,16797.65,3902.76,300
20210722,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5150.39,5171.21,5137.88,5151.75,7.71,0.15,18555.69,4182.22,300
20210723,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5145.43,5145.43,5080.00,5089.23,-62.52,-1.21,21653.68,4355.21,300
20210726,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5067.31,5067.31,4859.60,4925.30,-163.93,-3.22,22811.17,4951.54,300
20210727,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4924.28,4940.86,4749.03,4751.31,-173.99,-3.53,23663.12,5211.46,300
20210728,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4714.29,4785.66,4663.90,4760.48,9.17,0.19,19263.44,4197.06,300
20210729,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4845.76,4857.97,4800.01,4850.27,89.79,1.89,17332.21,4156.76,300
20210730,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4825.70,4825.70,4761.04,4811.17,-39.11,-0.81,18234.98,4209.44,300
20210802,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4794.82,4938.82,4761.46,4933.74,122.57,2.55,22719.49,5246.59,300
20210803,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4909.23,4957.03,4890.85,4934.46,0.72,0.01,20353.34,4711.94,300
20210804,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4927.74,4979.29,4919.66,4978.85,44.39,0.90,17546.65,4258.01,300
20210805,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4946.17,4997.14,4921.94,4948.67,-30.18,-0.61,16738.18,3987.72,300
20210806,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4943.04,4944.35,4891.80,4921.56,-27.11,-0.55,15417.97,3717.74,300
20210809,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4890.26,5002.89,4884.04,4985.56,64.00,1.30,18243.69,4088.97,300
20210810,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4977.82,5043.76,4941.24,5043.15,57.59,1.16,16705.19,4100.99,300
20210811,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5037.08,5059.79,5009.98,5015.34,-27.81,-0.55,18226.61,3733.86,300
20210812,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4998.07,5016.26,4962.99,4973.35,-41.99,-0.84,16822.37,3618.28,300
20210813,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4958.76,4993.74,4921.28,4945.98,-27.37,-0.55,15831.43,3524.59,300
20210816,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4935.92,4973.38,4931.37,4941.07,-4.92,-0.10,16195.34,3407.35,300
20210817,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4935.00,4967.56,4823.39,4837.40,-103.66,-2.10,18757.35,3884.57,300
20210818,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4838.47,4909.54,4818.90,4894.24,56.84,1.17,19747.44,3957.92,300
20210819,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4886.56,4893.47,4839.57,4862.14,-32.10,-0.66,20171.17,3974.25,300
20210820,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4817.49,4835.15,4720.83,4769.27,-92.87,-1.91,17763.58,4049.38,300
20210823,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4777.73,4843.82,4764.01,4835.88,66.61,1.40,16757.91,3895.99,300
20210824,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4844.59,4906.20,4842.75,4888.39,52.51,1.09,19788.32,4174.81,300
20210825,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4890.52,4899.77,4865.76,4898.16,9.77,0.20,18944.80,3718.68,300
20210826,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4892.20,4892.20,4798.70,4801.61,-96.55,-1.97,19761.74,3689.88,300
20210827,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4794.97,4863.47,4793.59,4827.04,25.43,0.53,18331.02,3684.21,300
20210830,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4847.03,4849.16,4787.20,4813.27,-13.77,-0.29,21963.58,4771.82,300
20210831,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4803.09,4821.76,4740.75,4805.61,-7.66,-0.16,23511.87,4608.06,300
20210901,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4804.69,4906.40,4763.30,4869.46,63.85,1.33,32672.11,5688.20,300
20210902,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4865.82,4892.70,4845.62,4869.41,-0.05,0.00,26785.80,4659.54,300
20210903,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4875.07,4886.55,4828.70,4843.06,-26.35,-0.54,26809.19,4664.30,300
20210906,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4841.06,4944.45,4837.79,4933.73,90.66,1.87,24050.72,4527.56,300
20210907,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4932.98,5005.96,4915.61,4992.83,59.10,1.20,24417.85,4177.60,300
20210908,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4986.80,5013.98,4955.89,4972.13,-20.70,-0.41,26461.53,4285.91,300
20210909,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4952.49,4970.15,4929.95,4970.01,-2.12,-0.04,25653.02,4016.76,300
20210910,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4967.98,5042.80,4962.37,5013.52,43.51,0.88,28830.44,4727.63,300
20210913,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5006.77,5029.72,4964.96,4991.66,-21.86,-0.44,24991.53,4333.30,300
20210914,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4989.83,5000.98,4907.32,4917.16,-74.50,-1.49,24559.04,4172.46,300
20210915,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4903.85,4903.85,4843.12,4867.32,-49.84,-1.01,18798.47,3632.57,300
20210916,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4866.79,4879.53,4806.14,4807.70,-59.62,-1.22,21675.21,3935.17,300
20210917,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4797.11,4857.96,4786.09,4855.94,48.24,1.00,20195.81,3603.97,300
20210922,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4770.73,4830.85,4765.23,4821.77,-34.17,-0.70,19122.04,3119.53,300
20210923,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4848.22,4877.34,4837.56,4853.20,31.43,0.65,22815.11,3621.41,300
20210924,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4845.64,4897.06,4838.54,4849.43,-3.77,-0.08,20769.33,3618.49,300
20210927,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4870.85,4922.56,4852.20,4877.37,27.94,0.58,21596.70,4260.83,300
20210928,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4869.08,4901.31,4846.63,4883.83,6.46,0.13,17689.09,3212.72,300
20210929,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4846.02,4868.07,4799.88,4833.93,-49.90,-1.02,18817.14,3318.42,300
20210930,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4843.95,4876.07,4843.95,4866.38,32.45,0.67,14611.39,2832.55,300
20211008,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4915.73,4937.09,4891.62,4929.94,63.56,1.31,16896.81,3436.36,300
20211011,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4941.29,4983.73,4930.71,4936.19,6.25,0.13,16351.16,3151.86,300
20211012,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4920.66,4925.49,4840.77,4883.84,-52.35,-1.06,16807.93,2994.24,300
20211013,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4880.14,4953.37,4869.83,4940.11,56.27,1.15,13114.28,2800.45,300
20211014,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4934.26,4953.92,4903.25,4913.61,-26.50,-0.54,11955.70,2491.52,300
20211015,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4896.56,4939.82,4881.01,4932.11,18.50,0.38,14282.20,3007.28,300
20211018,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4922.51,4922.51,4844.94,4874.78,-57.33,-1.16,14124.52,3025.39,300
20211019,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4869.39,4928.14,4868.81,4922.72,47.95,0.98,13526.65,2829.28,300
20211020,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4926.77,4944.02,4898.37,4910.18,-12.54,-0.25,14153.32,2797.48,300
20211021,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4914.74,4946.18,4893.85,4928.02,17.83,0.36,14889.82,2748.03,300
20211022,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4934.87,4989.89,4934.87,4959.73,31.71,0.64,14392.62,2892.53,300
